track_name,artist_name,genre,track_popularity,predicted_popularity,artist_popularity,artist_followers,residual
Dust In the Wind,Kansas,Rock,78.0,54.86086442956623,66.0,2013123.0,23.139135570433773
Who Says,John Mayer,Rock,60.0,51.52888656230565,78.0,6275040.0,8.471113437694349
Simple Man (Rock Version),Shinedown,Hard Rock,64.0,51.046861137750106,73.0,4618633.0,12.953138862249894
Boom,P.O.D.,Hard Rock,14.0,30.279525442749193,28.0,9630.0,-16.279525442749193
Mountain Music,Alabama,Country,56.0,39.95010727554861,67.0,1697202.0,16.04989272445139
Wind Beneath My Wings,Bette Midler,Vocal,49.0,35.54099849251424,58.0,808374.0,13.459001507485759
Walk Like an Egyptian,The Bangles,Pop,60.0,34.37844708357109,64.0,1740720.0,25.62155291642891
A.M.,One Direction,Pop,63.0,58.478724729299365,85.0,40607447.0,4.5212752707006345
Big Girls Don't Cry,The Four Seasons,Rock,31.0,36.892818125894955,58.0,741919.0,-5.892818125894955
If I Could Fly,One Direction,Pop,64.0,58.74197300763608,85.0,40607447.0,5.2580269923639165
If I Could Fly,One Direction,Pop,64.0,58.74197300763608,85.0,40607447.0,5.2580269923639165
Middle of a Memory,Cole Swindell,Country,62.0,40.67993896003886,65.0,2601126.0,21.32006103996114
Middle of a Memory,Cole Swindell,Country,62.0,40.67993896003886,65.0,2601126.0,21.32006103996114
Heart Attack,One Direction,Pop,60.0,55.14722631656078,85.0,40607447.0,4.852773683439217
Heart Attack,One Direction,Pop,60.0,55.14722631656078,85.0,40607447.0,4.852773683439217
Behind These Hazel Eyes,Kelly Clarkson,Pop,57.0,49.18109270876447,82.0,11037647.0,7.818907291235533
Behind These Hazel Eyes,Kelly Clarkson,Pop,57.0,49.18109270876447,82.0,11037647.0,7.818907291235533
Stronger (What Doesn't Kill You),Kelly Clarkson,Pop,75.0,50.87887445293364,82.0,11037647.0,24.121125547066363
Stronger (What Doesn't Kill You),Kelly Clarkson,Pop,75.0,50.87887445293364,82.0,11037647.0,24.121125547066363
Raise Your Glass,P!nk,Pop,77.0,53.46336459099939,80.0,18395396.0,23.53663540900061
Raise Your Glass,P!nk,Pop,77.0,53.46336459099939,80.0,18395396.0,23.53663540900061
The Beautiful Ones,Prince & The Revolution,Pop,56.0,60.58286063569393,77.0,7980824.0,-4.582860635693933
The Beautiful Ones,Prince & The Revolution,Pop,56.0,60.58286063569393,77.0,7980824.0,-4.582860635693933
Crawling,LINKIN PARK,Hard Rock,45.0,51.82041531290068,91.0,32860006.0,-6.820415312900678
Crawling,LINKIN PARK,Hard Rock,45.0,51.82041531290068,91.0,32860006.0,-6.820415312900678
Bad,Michael Jackson,Pop,64.0,61.94753871263314,87.0,38912920.0,2.05246128736686
Bad,Michael Jackson,Pop,64.0,61.94753871263314,87.0,38912920.0,2.05246128736686
P.Y.T. (Pretty Young Thing),Michael Jackson,Pop,78.0,61.52340230230856,87.0,38912920.0,16.47659769769144
P.Y.T. (Pretty Young Thing),Michael Jackson,Pop,78.0,61.52340230230856,87.0,38912920.0,16.47659769769144
Good in Goodbye,Carrie Underwood,Country,35.0,50.019884524913856,72.0,6160672.0,-15.019884524913856
Good in Goodbye,Carrie Underwood,Country,35.0,50.019884524913856,72.0,6160672.0,-15.019884524913856
Let's Get Lost (feat. Devon Baldwin),G-Eazy,Hip-Hop/Rap,56.0,48.99966394032358,77.0,6379145.0,7.000336059676421
Let's Get Lost (feat. Devon Baldwin),G-Eazy,Hip-Hop/Rap,56.0,48.99966394032358,77.0,6379145.0,7.000336059676421
I Wanna Talk About Me,Toby Keith,Country,64.0,47.28298058316779,72.0,3101993.0,16.71701941683221
I Wanna Talk About Me,Toby Keith,Country,64.0,47.28298058316779,72.0,3101993.0,16.71701941683221
They Don't Care About Us,Michael Jackson,Soundtrack,80.0,61.7699919963079,87.0,38912920.0,18.2300080036921
They Don't Care About Us,Michael Jackson,Soundtrack,80.0,61.7699919963079,87.0,38912920.0,18.2300080036921
It's the Most Wonderful Time of the Year,Andy Williams,Christmas: Classic,90.0,51.63739111000701,77.0,613818.0,38.36260888999299
It's the Most Wonderful Time of the Year,Andy Williams,Christmas: Classic,90.0,51.63739111000701,77.0,613818.0,38.36260888999299
Roses,Outkast,Hip-Hop/Rap,72.0,54.44009582476779,76.0,3548957.0,17.559904175232212
Roses,Outkast,Hip-Hop/Rap,72.0,54.44009582476779,76.0,3548957.0,17.559904175232212
Who Loves You,The Four Seasons,Rock,23.0,28.574145620995857,34.0,4706.0,-5.574145620995857
Who Loves You,The Four Seasons,Rock,23.0,28.574145620995857,34.0,4706.0,-5.574145620995857
The Man,Taylor Swift,Pop,77.0,70.01657165595384,100.0,149973500.0,6.98342834404616
The Man,Taylor Swift,Pop,77.0,70.01657165595384,100.0,149973500.0,6.98342834404616
Ode To Sleep,twenty one pilots,Alternative,63.0,57.59927523554592,85.0,26020787.0,5.400724764454083
Ode To Sleep,twenty one pilots,Alternative,63.0,57.59927523554592,85.0,26020787.0,5.400724764454083
U + Ur Hand,P!nk,Pop,43.0,50.06040567219697,80.0,18395396.0,-7.060405672196971
U + Ur Hand,P!nk,Pop,43.0,50.06040567219697,80.0,18395396.0,-7.060405672196971
Winter Wonderland / Don't Worry Be Happy (feat. Tori Kelly),Pentatonix,Christmas: Pop,67.0,52.005420552199745,79.0,4048961.0,14.994579447800255
Winter Wonderland / Don't Worry Be Happy (feat. Tori Kelly),Pentatonix,Christmas: Pop,67.0,52.005420552199745,79.0,4048961.0,14.994579447800255
Devour,Shinedown,Hard Rock,40.0,51.05186380101444,73.0,4618633.0,-11.051863801014441
Girls Just Want to Have Fun,Cyndi Lauper,Pop,83.0,59.536359894330026,73.0,3384086.0,23.463640105669974
My Way (feat. Monty),Fetty Wap,Hip-Hop/Rap,34.0,50.992576538313045,75.0,5182020.0,-16.992576538313045
Country Boy,Alan Jackson,Country,54.0,49.75415651912014,75.0,3477025.0,4.245843480879863
No Sleep,Wiz Khalifa,Hip-Hop/Rap,46.0,52.86696909026611,84.0,12254440.0,-6.86696909026611
Save You Tonight,One Direction,Pop,55.0,50.97026082113531,85.0,40607447.0,4.029739178864688
Love Don't Die,The Fray,Pop,53.0,53.22698583587063,74.0,4358873.0,-0.2269858358706287
You Shouldn't Kiss Me Like This,Toby Keith,Country,59.0,48.53327559626032,72.0,3101993.0,10.466724403739683
Already Gone,Eagles,Rock,59.0,56.61297335213998,80.0,12392981.0,2.3870266478600186
Last Night,Morgan Wallen,Country,84.0,62.0186593163963,90.0,14645780.0,21.981340683603698
From Eden,Hozier,Alternative,72.0,50.88965936549706,84.0,9287018.0,21.11034063450294
Try That In A Small Town,Jason Aldean,Country,66.0,54.41380479168117,77.0,7167784.0,11.586195208318827
Movin' Out (Anthony's Song),Billy Joel,Pop,71.0,52.79958934613302,81.0,7667867.0,18.20041065386698
Better Man,Pearl Jam,Alternative,71.0,56.621171794479075,78.0,10120732.0,14.378828205520925
Riptide,Vance Joy,Alternative,51.0,48.717961826888114,76.0,3539493.0,2.2820381731118857
Dance of the Sugar Plum Fairy,Pentatonix,Christmas: Pop,59.0,49.64087723075871,79.0,4048961.0,9.359122769241289
Everything About You,One Direction,Pop,56.0,51.11273769059451,85.0,40607447.0,4.887262309405493
I Wish,One Direction,Pop,60.0,51.106467224204245,85.0,40607447.0,8.893532775795755
I Want You to Want Me,Cheap Trick,Rock,65.0,49.34747477714871,61.0,1699905.0,15.652525222851288
She's Got a Way With Words,Blake Shelton,Country,51.0,45.118502447781204,76.0,7554646.0,5.881497552218796
Call Me,Shinedown,Hard Rock,65.0,49.34263580498161,73.0,4618633.0,15.657364195018388
Tell Me a Lie,One Direction,Pop,57.0,50.866705367317444,85.0,40607447.0,6.133294632682556
You Had Me from Hello,Kenny Chesney,Country,53.0,48.526316568160475,71.0,4954062.0,4.473683431839525
A Horse With No Name,America,Rock,7.0,37.670975617859604,73.0,2126906.0,-30.670975617859604
Medicated (feat. Chevy Woods & Juicy J),Wiz Khalifa,Hip-Hop/Rap,59.0,53.208067154285494,84.0,12254440.0,5.791932845714506
Kiss On My List,Daryl Hall & John Oates,Rock,42.0,50.081359427642624,78.0,2940138.0,-8.081359427642624
Just to Get High,Nickelback,Rock,57.0,54.61701266308014,80.0,8033061.0,2.382987336919861
This,Ed Sheeran,Pop,50.0,49.334294595090284,90.0,124370422.0,0.6657054049097155
Wolves,One Direction,Pop,62.0,58.88064059968266,85.0,40607447.0,3.119359400317343
You Rock My World,Michael Jackson,Pop,78.0,61.82608663797354,87.0,38912920.0,16.17391336202646
Fever,The Black Keys,Alternative,63.0,43.93978839550932,70.0,4163442.0,19.060211604490682
Single Ladies (Put a Ring on It),Beyoncé,Pop,70.0,57.92487513551419,86.0,41847546.0,12.075124864485808
There Goes My Life,Kenny Chesney,Country,58.0,49.618556893319884,71.0,4954062.0,8.381443106680116
Winner (feat. Justin Timberlake & T.I.),Jamie Foxx,R&B/Soul,37.0,49.84161475154597,71.0,1332152.0,-12.841614751545968
Crash Into Me,Dave Matthews Band,Rock,54.0,44.03566230419347,64.0,2136172.0,9.964337695806528
Finesse (Remix) [feat. Cardi B],Bruno Mars,R&B/Soul,76.0,64.94775711479906,94.0,78066276.0,11.05224288520094
Fake ID (feat. Gretchen Wilson),Big & Rich,Soundtrack,62.0,35.292481028431354,58.0,1264574.0,26.707518971568646
Kissin U,Miranda Cosgrove,Pop,51.0,37.77773105509255,46.0,1217286.0,13.222268944907448
Loved You First,One Direction,Pop,58.0,56.1284643362246,85.0,40607447.0,1.871535663775397
Main Chick (feat. Chris Brown),Kid Ink,Hip-Hop/Rap,72.0,46.418568400708885,69.0,2981731.0,25.581431599291115
Nothin' Like You,Dan + Shay,Country,60.0,44.74897520932758,71.0,3218837.0,15.251024790672417
Neon,Chris Young,Country,48.0,47.39392184087327,67.0,2948373.0,0.6060781591267315
Let It Go,Pentatonix,Christmas: Pop,54.0,52.44271523269547,79.0,4048961.0,1.5572847673045302
Wanna Be That Song,Brett Eldredge,Country,22.0,44.256474306413246,70.0,1500517.0,-22.256474306413246
Temporary Fix,One Direction,Pop,62.0,58.05789851747485,85.0,40607447.0,3.9421014825251532
Walkashame,Meghan Trainor,Pop,49.0,55.964028320651046,79.0,15755443.0,-6.964028320651046
Sleigh Ride,Pentatonix,Christmas: Pop,43.0,49.96055292538592,79.0,4048961.0,-6.960552925385919
Crazy=Genius,Panic! At the Disco,Alternative,62.0,49.50270650916821,78.0,12834379.0,12.497293490831787
Hark! The Herald Angels Sing,Pentatonix,Christmas: Pop,62.0,50.44916137369588,79.0,4048961.0,11.55083862630412
Girls/Girls/Boys,Panic! At the Disco,Alternative,62.0,51.69855148880743,78.0,12834379.0,10.301448511192568
Witchy Woman,Eagles,Rock,63.0,59.38277497159099,80.0,12392981.0,3.6172250284090097
when the party's over,Billie Eilish,Alternative,44.0,54.488039757007634,93.0,121975882.0,-10.488039757007634
I Would Die 4 U,Prince & The Revolution,Pop,64.0,58.9135437518818,77.0,7980824.0,5.086456248118203
Not Ready to Make Nice,The Chicks,Country,62.0,48.558425321185,67.0,1571638.0,13.441574678815002
I Want to Write You a Song,One Direction,Pop,59.0,58.10736965270373,85.0,40607447.0,0.8926303472962687
Someone You Loved,Lewis Capaldi,Alternative,3.0,33.23564195625009,81.0,14268997.0,-30.23564195625009
Same Mistakes,One Direction,Pop,57.0,51.128234523704954,85.0,40607447.0,5.871765476295046
For Whom the Bell Tolls,Metallica,Metal,75.0,62.05263297829996,85.0,33112335.0,12.947367021700039
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,Hip-Hop/Rap,73.0,50.06334908211691,75.0,12557480.0,22.936650917883092
Richman,3OH!3,Alternative,49.0,52.2550150110305,64.0,1087170.0,-3.255015011030501
Summertime,DJ Jazzy Jeff & The Fresh Prince,Hip-Hop/Rap,61.0,36.63724378020653,51.0,435142.0,24.362756219793468
Never Enough,One Direction,Pop,60.0,58.53301930021308,85.0,40607447.0,1.466980699786923
One More Chance / Stay with Me (Remix) [2007 Remaster],The Notorious B.I.G.,Hip-Hop/Rap,67.0,58.154395729026206,80.0,13183130.0,8.845604270973794
Memories,Maroon 5,Pop,35.0,61.877780888822755,88.0,46534235.0,-26.877780888822755
Walking in the Wind,One Direction,Pop,64.0,58.39950907401411,85.0,40607447.0,5.600490925985888
A Beautiful Mess,Jason Mraz,Pop,51.0,47.0624630576842,74.0,7337242.0,3.937536942315802
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,R&B/Soul,36.0,58.95442297134672,79.0,11871366.0,-22.954422971346723
The Ballad of Mona Lisa,Panic! At the Disco,Alternative,69.0,52.19536853430922,78.0,12834379.0,16.804631465690782
How Long,Charlie Puth,Pop,79.0,52.9838966655991,82.0,25728999.0,26.016103334400903
Waste,Foster the People,Alternative,59.0,44.47521572858651,72.0,4078179.0,14.524784271413488
Right In,Skrillex,Dance,50.0,50.03417153990029,77.0,7542201.0,-0.0341715399002922
F*ck Up Some Commas,Future,Hip-Hop/Rap,12.0,57.5434755867856,91.0,23371216.0,-45.5434755867856
Scream,Avenged Sevenfold,Hard Rock,64.0,57.029146726582205,78.0,12043205.0,6.970853273417795
Superheroes,The Script,Pop,77.0,52.8408829869903,78.0,8932663.0,24.1591170130097
Till the World Ends (The Femme Fatale Remix) [feat. Nicki Minaj & Ke$ha],Britney Spears,Pop,46.0,55.36320262405873,84.0,18332608.0,-9.36320262405873
Even Flow,Pearl Jam,Alternative,81.0,58.282605311933914,78.0,10120732.0,22.717394688066086
Trees,twenty one pilots,Alternative,63.0,57.09219609944982,85.0,26020787.0,5.907803900550178
Save It for a Rainy Day,Kenny Chesney,Country,54.0,48.377333884681086,71.0,4954062.0,5.622666115318914
So What,P!nk,Pop,77.0,52.602911084249236,80.0,18395396.0,24.397088915750764
"The Good, the Bad and the Dirty",Panic! At the Disco,Alternative,56.0,49.174613940330225,78.0,12834379.0,6.825386059669775
Big Love,Fleetwood Mac,Rock,43.0,60.41380045331512,86.0,14472915.0,-17.41380045331512
Trouble,Never Shout Never,Pop,55.0,37.979726487282285,51.0,584984.0,17.020273512717715
Stairway to Heaven,Led Zeppelin,Rock,81.0,58.76972945362116,78.0,16265280.0,22.23027054637884
Next Go Round,Nickelback,Rock,2.0,54.3920797789782,80.0,8033061.0,-52.3920797789782
Lose My Mind,Brett Eldredge,Country,53.0,40.54780001687143,70.0,1500517.0,12.452199983128573
Total Eclipse of the Heart (Glee Cast Version) [feat. Jonathan Groff],Glee Cast,Pop,50.0,43.3687524667572,71.0,1540044.0,6.631247533242799
The Downeaster 'Alexa',Billy Joel,Pop,60.0,53.745169981339394,81.0,7667867.0,6.254830018660606
Taken,One Direction,Pop,59.0,51.357125098625204,85.0,40607447.0,7.642874901374796
As Long As You Follow,Fleetwood Mac,Rock,59.0,59.47245148848207,86.0,14472915.0,-0.4724514884820721
The Crow & the Butterfly,Shinedown,Hard Rock,58.0,49.73098421652838,73.0,4618633.0,8.269015783471623
rockstar (feat. 21 Savage),Post Malone,Hip-Hop/Rap,36.0,51.142420675342244,88.0,48106454.0,-15.142420675342244
I Hate Everything About You,Three Days Grace,Hard Rock,83.0,62.05836379652655,80.0,7549268.0,20.94163620347345
3am,Meghan Trainor,Pop,46.0,56.057862696396434,79.0,15755443.0,-10.057862696396434
Young & Gettin' It (feat. Kirko Bangz),Meek Mill,Hip-Hop/Rap,38.0,50.6326478311358,75.0,8346220.0,-12.632647831135799
She Thinks My Tractor's Sexy,Kenny Chesney,Country,44.0,48.742344647921215,71.0,4954062.0,-4.742344647921215
She Thinks My Tractor's Sexy,Kenny Chesney,Country,44.0,48.742344647921215,71.0,4954062.0,-4.742344647921215
"Work Hard, Play Hard",Wiz Khalifa,Hip-Hop/Rap,33.0,53.812136581766815,84.0,12254440.0,-20.812136581766815
"Work Hard, Play Hard",Wiz Khalifa,Hip-Hop/Rap,33.0,53.812136581766815,84.0,12254440.0,-20.812136581766815
"Bust It Baby, Pt. 2 (feat. Ne-Yo)",Plies,Hip-Hop/Rap,65.0,50.84745926456639,65.0,2037824.0,14.152540735433611
"Bust It Baby, Pt. 2 (feat. Ne-Yo)",Plies,Hip-Hop/Rap,65.0,50.84745926456639,65.0,2037824.0,14.152540735433611
America's Sweetheart,Elle King,Alternative,60.0,37.74982442887639,65.0,683193.0,22.250175571123613
America's Sweetheart,Elle King,Alternative,60.0,37.74982442887639,65.0,683193.0,22.250175571123613
Livin' Our Love Song,Jason Michael Carroll,Country,46.0,34.03766933443944,39.0,352803.0,11.962330665560557
Livin' Our Love Song,Jason Michael Carroll,Country,46.0,34.03766933443944,39.0,352803.0,11.962330665560557
I'll Stand By You,Pretenders,Rock,30.0,49.04834512157472,66.0,1708721.0,-19.04834512157472
I'll Stand By You,Pretenders,Rock,30.0,49.04834512157472,66.0,1708721.0,-19.04834512157472
Long Way Down,One Direction,Pop,58.0,58.27004311312012,85.0,40607447.0,-0.2700431131201171
Long Way Down,One Direction,Pop,58.0,58.27004311312012,85.0,40607447.0,-0.2700431131201171
Out of My Head (feat. Trey Songz),Lupe Fiasco,Hip-Hop/Rap,48.0,40.4320103086085,70.0,2009721.0,7.567989691391503
Out of My Head (feat. Trey Songz),Lupe Fiasco,Hip-Hop/Rap,48.0,40.4320103086085,70.0,2009721.0,7.567989691391503
I'm a Believer,The Monkees,Pop,18.0,28.889473470103766,62.0,1366597.0,-10.889473470103766
I'm a Believer,The Monkees,Pop,18.0,28.889473470103766,62.0,1366597.0,-10.889473470103766
Everglow,Coldplay,Alternative,36.0,54.34505442482395,91.0,62142753.0,-18.34505442482395
Everglow,Coldplay,Alternative,36.0,54.34505442482395,91.0,62142753.0,-18.34505442482395
The Run and Go,twenty one pilots,Alternative,61.0,58.27831524774586,85.0,26020787.0,2.7216847522541414
The Run and Go,twenty one pilots,Alternative,61.0,58.27831524774586,85.0,26020787.0,2.7216847522541414
Santa Claus is Coming to Town,Pentatonix,Christmas: Pop,41.0,50.27610456144338,79.0,4048961.0,-9.276104561443383
Santa Claus is Coming to Town,Pentatonix,Christmas: Pop,41.0,50.27610456144338,79.0,4048961.0,-9.276104561443383
Don't Let Me Fall,B.o.B,Hip-Hop/Rap,19.0,48.770391480187214,77.0,2373440.0,-29.770391480187214
Don't Let Me Fall,B.o.B,Hip-Hop/Rap,19.0,48.770391480187214,77.0,2373440.0,-29.770391480187214
Underneath the Tree,Kelly Clarkson,Holiday,5.0,49.8021578037261,82.0,11037647.0,-44.8021578037261
Underneath the Tree,Kelly Clarkson,Holiday,5.0,49.8021578037261,82.0,11037647.0,-44.8021578037261
The Best of My Love,Eagles,Rock,62.0,57.648439305651415,80.0,12392981.0,4.351560694348585
The Best of My Love,Eagles,Rock,62.0,57.648439305651415,80.0,12392981.0,4.351560694348585
Or Nah (feat. Wiz Khalifa & DJ Mustard),Ty Dolla $ign,Hip-Hop/Rap,61.0,33.96961970984326,84.0,7615486.0,27.030380290156742
Or Nah (feat. Wiz Khalifa & DJ Mustard),Ty Dolla $ign,Hip-Hop/Rap,61.0,33.96961970984326,84.0,7615486.0,27.030380290156742
Semi-Automatic,twenty one pilots,Alternative,62.0,58.596093084888615,85.0,26020787.0,3.403906915111385
Semi-Automatic,twenty one pilots,Alternative,62.0,58.596093084888615,85.0,26020787.0,3.403906915111385
Oye Como Va,Santana,Rock,69.0,52.653918078080395,73.0,3886373.0,16.346081921919605
Oye Como Va,Santana,Rock,69.0,52.653918078080395,73.0,3886373.0,16.346081921919605
It's Not Over,Daughtry,Rock,62.0,46.00798073935629,67.0,2421937.0,15.992019260643708
It's Not Over,Daughtry,Rock,62.0,46.00798073935629,67.0,2421937.0,15.992019260643708
Shadow Days,John Mayer,Rock,50.0,53.6026276920232,78.0,6275040.0,-3.602627692023198
Not Meant to Be,Theory of a Deadman,Rock,62.0,41.092201247810166,64.0,2312979.0,20.907798752189834
Fairytale,Sara Bareilles,Singer/Songwriter,36.0,52.55990316851316,65.0,2002784.0,-16.55990316851316
RGF Island,Fetty Wap,Hip-Hop/Rap,65.0,50.68450720191225,75.0,5182020.0,14.315492798087753
Better When I'm Dancin',Meghan Trainor,Pop,70.0,56.61578816712798,79.0,15755443.0,13.384211832872019
The Blower's Daughter,Damien Rice,Singer/Songwriter,65.0,40.43137025159766,59.0,1148021.0,24.568629748402337
She Got the Best of Me,Luke Combs,Country,78.0,57.497747261270696,85.0,13692253.0,20.502252738729304
I Would,One Direction,Pop,62.0,55.470433610794906,85.0,40607447.0,6.529566389205094
Everything I Own,Bread,Soft Rock,75.0,40.069327733816344,69.0,2060547.0,34.930672266183656
The Red,Chevelle,Hard Rock,76.0,52.74138691094914,71.0,2245923.0,23.25861308905086
Ray Bands,B.o.B,Hip-Hop/Rap,49.0,47.6762541138537,77.0,2373440.0,1.3237458861462983
Bang Dem Sticks,Meghan Trainor,Pop,39.0,55.98777446556091,79.0,15755443.0,-16.98777446556091
2 Step,Unk,Hip-Hop/Rap,33.0,21.435254363030186,20.0,45.0,11.564745636969814
Flower,Moby,Electronic,63.0,55.20920160685542,72.0,2119883.0,7.790798393144577
Something Beautiful,NEEDTOBREATHE,Rock,53.0,42.44125185551,65.0,884483.0,10.558748144490004
Bad Romance (Glee Cast Version),Glee Cast,Pop,37.0,44.97652473703889,71.0,1540044.0,-7.976524737038893
Jeremy,Pearl Jam,Alternative,73.0,58.47801629608802,78.0,10120732.0,14.521983703911978
Summit (feat. Ellie Goulding),Skrillex,Dance,58.0,52.42841370378892,77.0,7542201.0,5.5715862962110805
Pretty Girls (feat. Travie McCoy),Iyaz,Pop,61.0,43.22254850947859,69.0,1200605.0,17.777451490521408
Nice & Slow,USHER,R&B/Soul,33.0,58.18463129600339,83.0,14173075.0,-25.18463129600339
Walk,Pantera,Metal,37.0,46.2340586740866,73.0,6480572.0,-9.234058674086597
Tequila Sunrise,Eagles,Rock,66.0,56.68116913230114,80.0,12392981.0,9.318830867698857
Golden Days,Panic! At the Disco,Alternative,56.0,50.19877774962246,78.0,12834379.0,5.801222250377542
Miss You,Foster the People,Alternative,48.0,44.60516403304899,72.0,4078179.0,3.394835966951007
Paper Rings,Taylor Swift,Pop,77.0,70.41288492027246,100.0,149973500.0,6.587115079727539
I Don't Get Tired (#IDGT) [feat. August Alsina],Kevin Gates,Hip-Hop/Rap,63.0,51.745012268663054,76.0,6962577.0,11.254987731336946
It's the Most Wonderful Time of the Year,Pentatonix,Christmas: Pop,50.0,50.55583909559512,79.0,4048961.0,-0.5558390955951182
Rock and Roll Ain't Noise Pollution,AC/DC,Hard Rock,63.0,63.33903571932901,83.0,32991368.0,-0.33903571932901144
Unbelievers,Vampire Weekend,Alternative,56.0,43.785429670800376,63.0,2045890.0,12.214570329199624
Human Nature,Michael Jackson,Pop,75.0,61.61231430009868,87.0,38912920.0,13.387685699901319
My Best Friend,Tim McGraw,Country,56.0,49.92770697857492,71.0,5117638.0,6.072293021425082
Dream On (Glee Cast Version) [feat. Neil Patrick Harris],Glee Cast,Pop,46.0,44.72762308791856,71.0,1540044.0,1.272376912081441
Came Here to Forget,Blake Shelton,Country,38.0,45.994368589613295,76.0,7554646.0,-7.994368589613295
Ride (feat. Ludacris),Ciara,R&B/Soul,59.0,49.649118318974224,72.0,7459855.0,9.350881681025776
Yellow Ledbetter,Pearl Jam,Alternative,76.0,58.27682955689594,78.0,10120732.0,17.72317044310406
Beautiful Trauma,P!nk,Pop,61.0,56.26251097104541,80.0,18395396.0,4.737489028954592
bury a friend,Billie Eilish,Alternative,75.0,54.989520915636376,93.0,121975882.0,20.010479084363624
Under the Bridge,Red Hot Chili Peppers,Alternative,0.0,61.152440497192536,86.0,23725907.0,-61.152440497192536
Whistle,Flo Rida,Hip-Hop/Rap,79.0,56.059342990949645,82.0,9113949.0,22.940657009050355
Do You Think About Me,Carrie Underwood,Country,34.0,49.514883176497385,72.0,6160672.0,-15.514883176497385
Take Me to the River,Talking Heads,Alternative,44.0,52.057863945776255,71.0,2923716.0,-8.057863945776255
Grand Theft Autumn / Where Is Your Boy,Fall Out Boy,Alternative,0.0,53.02665290715943,81.0,11566477.0,-53.02665290715943
Can't Fight This Feeling,REO Speedwagon,Rock,44.0,46.17509308969354,66.0,2976625.0,-2.17509308969354
New Shoes,Paolo Nutini,Rock,27.0,37.21682944359179,68.0,1563865.0,-10.216829443591791
Hot Mess,Cobra Starship,Alternative,4.0,47.97023871564219,60.0,532835.0,-43.97023871564219
Impossible Year,Panic! At the Disco,Alternative,52.0,49.55837390408451,78.0,12834379.0,2.4416260959154883
Song for Another Time,Old Dominion,Country,58.0,49.685904157252615,66.0,1771653.0,8.314095842747385
The Night We Met,Lord Huron,Indie Rock,90.0,35.853023531352484,79.0,2265250.0,54.146976468647516
Too Good to Say Goodbye,Bruno Mars,Pop,77.0,64.15941997213409,94.0,78066276.0,12.840580027865911
Sweet Baby James,James Taylor,Singer/Songwriter,59.0,40.87351931360537,67.0,2907478.0,18.12648068639463
"Lullabye (Goodnight, My Angel)",Billy Joel,Pop,56.0,55.08540983601265,81.0,7667867.0,0.9145901639873486
Cold Hard Bitch,Jet,Rock,18.0,29.831470450400175,65.0,750124.0,-11.831470450400175
Wanna Be Startin' Somethin',Michael Jackson,Pop,72.0,63.059184224354134,87.0,38912920.0,8.940815775645866
Something Like That,Tim McGraw,Country,70.0,48.738915599024764,71.0,5117638.0,21.261084400975236
Lullaby,Nickelback,Rock,68.0,54.470453343110194,80.0,8033061.0,13.529546656889806
Feel Good Inc.,Gorillaz,Alternative,19.0,62.77890058497628,84.0,15103109.0,-43.77890058497628
Fake You Out,twenty one pilots,Alternative,64.0,58.30684772498912,85.0,26020787.0,5.693152275010881
Miss Americana & The Heartbreak Prince,Taylor Swift,Pop,78.0,70.55795902433115,100.0,149973500.0,7.442040975668846
The River of Dreams,Billy Joel,Pop,73.0,54.8569334131359,81.0,7667867.0,18.1430665868641
Dirty Deeds Done Dirt Cheap,AC/DC,Hard Rock,75.0,62.8868655984879,83.0,32991368.0,12.113134401512099
One Number Away,Luke Combs,Country,78.0,62.05096871001608,85.0,13692253.0,15.949031289983921
Private Eyes,Daryl Hall & John Oates,Rock,73.0,48.2289965461546,78.0,2940138.0,24.771003453845402
Credit,Meghan Trainor,Pop,44.0,55.86715147008908,79.0,15755443.0,-11.867151470089077
Would?,Alice In Chains,Hard Rock,78.0,58.925186089171824,77.0,6468790.0,19.074813910828176
I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte,Alternative,65.0,53.08051548162121,66.0,2908731.0,11.919484518378788
Wasted On You,Morgan Wallen,Country,77.0,63.13972258267094,90.0,14645780.0,13.860277417329058
Summer Girl,Leighton Meester,Soundtrack,36.0,34.01256806940087,50.0,134938.0,1.9874319305991293
Diane Young,Vampire Weekend,Alternative,52.0,43.120246071752554,63.0,2045890.0,8.879753928247446
Hey Angel,One Direction,Pop,60.0,58.86174262602521,85.0,40607447.0,1.1382573739747883
I Go Back,Kenny Chesney,Country,66.0,49.56722238960287,71.0,4954062.0,16.43277761039713
Naughty Girl,Beyoncé,Pop,69.0,63.82560291033152,86.0,41847546.0,5.174397089668481
Jackie and Wilson,Hozier,Alternative,64.0,56.21157940289796,84.0,9287018.0,7.788420597102039
If It Kills Me,Jason Mraz,Pop,38.0,46.26861211845005,74.0,7337242.0,-8.26861211845005
Mr. Almost (feat. Shy Carter),Meghan Trainor,Pop,35.0,56.17658105316196,79.0,15755443.0,-21.17658105316196
Dare You to Move,Switchfoot,Pop,57.0,43.154938997450586,61.0,762452.0,13.845061002549414
Take Me with U,Prince & The Revolution,Pop,56.0,59.59557755771484,77.0,7980824.0,-3.59557755771484
I Forgot That You Existed,Taylor Swift,Pop,72.0,69.77277790154588,100.0,149973500.0,2.2272220984541207
